paper_id,title,authors,year,source,doi_or_url,doi,url,arxiv_id,pdf_path,pdf_exists,note_path,note_exists,is_agent,inclusion_status,exclusion_reason,legacy_main_class,legacy_secondary_class,legacy_tertiary_class,secondary_class_source,secondary_class_confidence,secondary_class_review_status,fourth_level_topic,new_fourth_level,agent_type,research_workflow_role,validation_type,scientific_contribution_type,evidence_strength,citation_priority,scientific_object_modules,general_method_bucket,object_coverage_mode,primary_module_for_filing,primary_module_confidence,primary_module_assignment_rule,primary_module_override_reason,classification_source_field,classification_source_confidence,classification_parser_rule,first_hand_sources_checked,source_checked_at,progress_title,pdf_status,evidence_status,note_status,master_status,final_modules_or_bucket,source_limited,batch,closed,active_confirmed_core,record_status,inclusion_decision,duplicate_of,last_reviewed_at,last_reviewed_by,exported_at
ASD-0289,Trial and error: Exploration-based trajectory optimization of llm agents,Song et al.,,Unknown,,,,,,False,,False,uncertain,background_only,Agent-related background; scientific research workflow unclear from seed-survey metadata.,01,01.04,,legacy,low,unreviewed,General scientific Agent / AI-agent background,no,,,,survey_reference,low_metadata_only,background,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0290,ChemReasoner: Heuristic search over a large language model's knowledge space using quantum-chemical feedback,Sprueill et al.,2024,arXiv,https://arxiv.org/abs/2402.10980,,https://arxiv.org/abs/2402.10980,2402.10980,Reference_PDF/03_Chemical_Sciences/Sprueill_2024_ChemReasoner.pdf,True,Notes/03_Chemical_Sciences/Sprueill_2024_ChemReasoner.md,True,yes,to_read,,03,03.02,,legacy,low,unreviewed,Chemistry / molecular Agent or background,no,LLM Agent;Planning Agent;Tool-using Agent;Hybrid Agent,hypothesis_generation;tool_use_and_code_execution;evidence_assessment_and_validation;feedback_iteration,computational_validation,system_platform;hypothesis,high_primary_abstract,standard,03,none,single_module,03,high,main_scientific_object,,Remarks,high,structured_remark_token,arXiv abstract + OpenReview full PDF + official GitHub repo,2026-06-22,ChemReasoner: Heuristic search over a large language model's knowledge space using quantum-chemical feedback,archived_pdf,first_hand_full_text,updated,updated,03,no,Batch03,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0291,Adaplanner: Adaptive planning from feedback with language models,Sun et al.,2023,Unknown,,,,,,False,,False,no,background_only,Non-Agent or general AI-for-Science/background reference from seed survey; recorded for source-trail completeness.,01,01.04,,legacy,low,unreviewed,General scientific Agent / AI-agent background,no,,,,survey_reference,low_metadata_only,background,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0292,"A survey of reasoning with foundation models: Concepts, methodologies, and outlook",Sun et al.,2025,Unknown,,,,,,False,,False,no,background_only,"Survey/perspective/background item; keep for citation expansion, not core system statistics.",01,01.04,,legacy,low,unreviewed,General scientific Agent / AI-agent background,no,,,,survey_reference,low_metadata_only,background,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0293,Meta-prompting: Enhancing language models with task-agnostic scaffolding,Suzgun and Kalai,2024,arXiv,https://arxiv.org/abs/2401.12954,,https://arxiv.org/abs/2401.12954,2401.12954,,False,,False,no,background_only,Non-Agent or general AI-for-Science/background reference from seed survey; recorded for source-trail completeness.,01,01.04,,legacy,low,unreviewed,General scientific Agent / AI-agent background,no,,,,survey_reference,low_metadata_only,background,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0294,Redefining Work in the Age of AI: Challenges and Pathways to Opportunities,Tadas and Agarmore,2024,Unknown,,,,,,False,,False,no,background_only,Non-Agent or general AI-for-Science/background reference from seed survey; recorded for source-trail completeness.,11,11.01,,legacy,low,unreviewed,AI and work / economic-social impact background,no,,,,survey_reference,low_metadata_only,background,11,none,single_module,11,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0295,Chemmllm: Chemical multimodal large language model,Tan et al.,2025,arXiv,https://arxiv.org/abs/2505.16326,,https://arxiv.org/abs/2505.16326,2505.16326,,False,,False,no,background_only,Non-Agent or general AI-for-Science/background reference from seed survey; recorded for source-trail completeness.,03,03.04,,legacy,low,unreviewed,Chemistry / molecular Agent or background,no,,,,survey_reference,low_metadata_only,background,03,none,single_module,03,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0296,MedAgents: Large language models as collaborators for zero-shot medical reasoning,Tang et al.,2024,Unknown,,,,,,False,,False,yes,background_only,Medical reasoning Agent background; scientific discovery role not clear from metadata.,07,07.04,,legacy,low,unreviewed,Medical / health Agent or background,no,,,,,low_metadata_only,background,07,none,single_module,07,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0297,Chain-of-discussion: A multi-model framework for complex evidence-based question answering,Tao et al.,2024,arXiv,https://arxiv.org/abs/2402.16313,,https://arxiv.org/abs/2402.16313,2402.16313,,False,,False,no,background_only,Non-Agent or general AI-for-Science/background reference from seed survey; recorded for source-trail completeness.,01,01.04,,legacy,low,unreviewed,General scientific Agent / AI-agent background,no,,,,survey_reference,low_metadata_only,background,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0298,Kimi k1. 5: Scaling reinforcement learning with llms,Team et al.,2025,arXiv,https://arxiv.org/abs/2501.12599,,https://arxiv.org/abs/2501.12599,2501.12599,,False,,False,no,background_only,Non-Agent or general AI-for-Science/background reference from seed survey; recorded for source-trail completeness.,01,01.04,,legacy,low,unreviewed,General scientific Agent / AI-agent background,no,,,,survey_reference,low_metadata_only,background,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0299,Climategpt: Towards ai synthesizing interdisciplinary research on climate change,Thulke et al.,2024,arXiv,https://arxiv.org/abs/2401.09646,,https://arxiv.org/abs/2401.09646,2401.09646,,False,,False,no,background_only,Non-Agent or general AI-for-Science/background reference from seed survey; recorded for source-trail completeness.,05,05.04,,legacy,low,unreviewed,Earth and environmental Agent or background,no,,,,survey_reference,low_metadata_only,background,05,none,single_module,05,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0300,Mujoco: A physics engine for model-based control,Todorov et al.,2012,Conference,https://doi.org/10.1109/IROS.2012.6386109,10.1109/IROS.2012.6386109,https://doi.org/10.1109/IROS.2012.6386109,,,False,,False,no,excluded,General control/robotics simulation engine without a scientific research object under the project inclusion rule.,09,09.01,,legacy,low,unreviewed,General control / simulation-engine background,no,,,,survey_reference,low_metadata_only,do_not_cite,09,none,single_module,09,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,,,,,,,,,,False,excluded,excluded,,,,2026-07-06T07:53:02+00:00
ASD-0301,Multi-agent collaboration mechanisms: A survey of llms,Tran et al.,2025,arXiv,https://arxiv.org/abs/2501.06322,,https://arxiv.org/abs/2501.06322,2501.06322,,False,,False,no,background_only,"Survey/perspective/background item; keep for citation expansion, not core system statistics.",01,01.04,,legacy,low,unreviewed,General scientific Agent / AI-agent background,no,,,,survey_reference,low_metadata_only,background,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0302,Interleaving retrieval with chain-of-thought reasoning for knowledge-intensive multi-step questions,Trivedi et al.,2022,arXiv,https://arxiv.org/abs/2212.10509,,https://arxiv.org/abs/2212.10509,2212.10509,,False,,False,no,background_only,Non-Agent or general AI-for-Science/background reference from seed survey; recorded for source-trail completeness.,01,01.04,,legacy,low,unreviewed,General scientific Agent / AI-agent background,no,,,,survey_reference,low_metadata_only,background,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0303,Dynamic self-consistency: Leveraging reasoning paths for efficient llm sampling,Wan et al.,2024,arXiv,https://arxiv.org/abs/2408.17017,,https://arxiv.org/abs/2408.17017,2408.17017,,False,,False,no,background_only,Non-Agent or general AI-for-Science/background reference from seed survey; recorded for source-trail completeness.,01,01.04,,legacy,low,unreviewed,General scientific Agent / AI-agent background,no,,,,survey_reference,low_metadata_only,background,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0304,Voyager: An open-ended embodied agent with large language models,Wang et al.,2023,Unknown,,,,,,False,,False,uncertain,background_only,Agent-related background; scientific research workflow unclear from seed-survey metadata.,01,01.04,,legacy,low,unreviewed,General scientific Agent / AI-agent background,no,,,,survey_reference,low_metadata_only,background,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0305,Grovergpt: A large language model with 8 billion parameters for quantum searching,Wang et al.,,arXiv,https://arxiv.org/abs/2501.00135,,https://arxiv.org/abs/2501.00135,2501.00135,,False,,False,no,background_only,Non-Agent or general AI-for-Science/background reference from seed survey; recorded for source-trail completeness.,02,02.01,,legacy,low,unreviewed,Physics / astronomy Agent or background,no,,,,survey_reference,low_metadata_only,background,02,none,single_module,02,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0306,"A comprehensive survey in llm (-agent) full stack safety: Data, training and deployment",Wang et al.,,arXiv,https://arxiv.org/abs/2504.15585,,https://arxiv.org/abs/2504.15585,2504.15585,,False,,False,no,background_only,"Survey/perspective/background item; keep for citation expansion, not core system statistics.",01,01.04,,legacy,low,unreviewed,General scientific Agent / AI-agent background,no,,,,survey_reference,low_metadata_only,background,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0307,Plan-and-solve prompting: Improving zero-shot chain-of-thought reasoning by large language models,Wang et al.,,arXiv,https://arxiv.org/abs/2305.04091,,https://arxiv.org/abs/2305.04091,2305.04091,,False,,False,no,background_only,Non-Agent or general AI-for-Science/background reference from seed survey; recorded for source-trail completeness.,01,01.04,,legacy,low,unreviewed,General scientific Agent / AI-agent background,no,,,,survey_reference,low_metadata_only,background,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0308,Rethinking the bounds of llm reasoning: Are multi-agent discussions the key?,Wang et al.,,arXiv,https://arxiv.org/abs/2402.18272,,https://arxiv.org/abs/2402.18272,2402.18272,,False,,False,uncertain,background_only,Agent-related background; scientific research workflow unclear from seed-survey metadata.,01,01.04,,legacy,low,unreviewed,General scientific Agent / AI-agent background,no,,,,survey_reference,low_metadata_only,background,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0309,A survey of llm-based agents in medicine: How far are we from baymax?,Wang et al.,,arXiv,https://arxiv.org/abs/2502.11211,,https://arxiv.org/abs/2502.11211,2502.11211,,False,,False,no,background_only,"Survey/perspective/background item; keep for citation expansion, not core system statistics.",07,07.04,,legacy,low,unreviewed,Medical / health Agent or background,no,,,,survey_reference,low_metadata_only,background,07,none,single_module,07,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0310,Self-consistency improves chain of thought reasoning in language models,Wang et al.,2022,arXiv,https://arxiv.org/abs/2203.11171,,https://arxiv.org/abs/2203.11171,2203.11171,,False,,False,no,background_only,Non-Agent or general AI-for-Science/background reference from seed survey; recorded for source-trail completeness.,01,01.04,,legacy,low,unreviewed,General scientific Agent / AI-agent background,no,,,,survey_reference,low_metadata_only,background,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0311,"Chain-of-table: Evolving tables in the reasoning chain for table understanding, 20245",Wang et al.,,arXiv,https://arxiv.org/abs/2401.04398,,https://arxiv.org/abs/2401.04398,2401.04398,,False,,False,no,background_only,Non-Agent or general AI-for-Science/background reference from seed survey; recorded for source-trail completeness.,01,01.04,,legacy,low,unreviewed,General scientific Agent / AI-agent background,no,,,,survey_reference,low_metadata_only,background,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0312,"Charxiv: Charting gaps in realistic chart understanding in multimodal llms, 20246",Wang et al.,,arXiv,https://arxiv.org/abs/2406.18521,,https://arxiv.org/abs/2406.18521,2406.18521,,False,,False,no,background_only,Non-Agent or general AI-for-Science/background reference from seed survey; recorded for source-trail completeness.,01,01.04,,legacy,low,unreviewed,General scientific Agent / AI-agent background,no,,,,survey_reference,low_metadata_only,background,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0313,Chain-of-thought prompting elicits reasoning in large language models,Wei et al.,2022,Unknown,,,,,,False,,False,no,background_only,Non-Agent or general AI-for-Science/background reference from seed survey; recorded for source-trail completeness.,01,01.04,,legacy,low,unreviewed,General scientific Agent / AI-agent background,no,,,,survey_reference,low_metadata_only,background,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0314,Identification of blue horizontal branch stars with multimodal fusion,Wei et al.,2023,Unknown,,,,,,False,,False,no,background_only,Non-Agent or general AI-for-Science/background reference from seed survey; recorded for source-trail completeness.,02,02.01,,legacy,low,unreviewed,Physics / astronomy Agent or background,no,,,,survey_reference,low_metadata_only,background,02,none,single_module,02,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0315,Alignrag: Leveraging critique learning for evidence-sensitive retrieval-augmented reasoning,Wei et al.,2025,arXiv,https://arxiv.org/abs/2504.14858,,https://arxiv.org/abs/2504.14858,2504.14858,,False,,False,no,background_only,Non-Agent or general AI-for-Science/background reference from seed survey; recorded for source-trail completeness.,01,01.04,,legacy,low,unreviewed,General scientific Agent / AI-agent background,no,,,,survey_reference,low_metadata_only,background,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0316,Deep learning in proteomics,Wen et al.,2020,Unknown,,,,,,False,,False,no,background_only,Non-Agent or general AI-for-Science/background reference from seed survey; recorded for source-trail completeness.,06,06.03,,legacy,low,unreviewed,Life-science Agent or background,no,,,,survey_reference,low_metadata_only,background,06,none,single_module,06,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0317,"Autogen: Enabling next-gen llm applications via multi-agent conversation, 2023",Wu et al.,2023,Unknown,,,,,,False,,False,uncertain,background_only,Agent-related background; scientific research workflow unclear from seed-survey metadata.,01,01.04,,legacy,low,unreviewed,General scientific Agent / AI-agent background,no,,,,survey_reference,low_metadata_only,background,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0318,"Autogen: Enabling next-gen LLM applications via multi-agent conversation, 2024",Wu et al.,2024,Unknown,,,,,,False,,False,uncertain,excluded,Agent-related background; scientific research workflow unclear from seed-survey metadata.,01,01.04,,legacy,low,unreviewed,General scientific Agent / AI-agent background,no,,,,survey_reference,low_metadata_only,do_not_cite,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,excluded,excluded,,,,2026-07-06T07:53:02+00:00
ASD-0319,Self-evolved diverse data sampling for efficient instruction tuning,Wu et al.,,arXiv,https://arxiv.org/abs/2311.08182,,https://arxiv.org/abs/2311.08182,2311.08182,,False,,False,no,background_only,Non-Agent or general AI-for-Science/background reference from seed survey; recorded for source-trail completeness.,01,01.04,,legacy,low,unreviewed,General scientific Agent / AI-agent background,no,,,,survey_reference,low_metadata_only,background,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0320,Large multimodal agents: A survey,Xie et al.,2024,arXiv,https://arxiv.org/abs/2402.15116,,https://arxiv.org/abs/2402.15116,2402.15116,,False,,False,no,background_only,"Survey/perspective/background item; keep for citation expansion, not core system statistics.",01,01.04,,legacy,low,unreviewed,General scientific Agent / AI-agent background,no,,,,survey_reference,low_metadata_only,background,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0321,How far are ai scientists from changing the world?,Xie et al.,2025,arXiv,https://arxiv.org/abs/2507.23276,,https://arxiv.org/abs/2507.23276,2507.23276,,False,,False,uncertain,background_only,Agent-related background; scientific research workflow unclear from seed-survey metadata.,01,01.04,,legacy,low,unreviewed,General scientific Agent / AI-agent background,no,,,,survey_reference,low_metadata_only,background,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0322,Examining inter-consistency of large language models collaboration: An in-depth analysis via debate,Xiong et al.,2023,Unknown,,,,,,False,,False,no,background_only,Non-Agent or general AI-for-Science/background reference from seed survey; recorded for source-trail completeness.,01,01.04,,legacy,low,unreviewed,General scientific Agent / AI-agent background,no,,,,survey_reference,low_metadata_only,background,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0323,A-mem: Agentic memory for llm agents,Xu et al.,2025,arXiv,https://arxiv.org/abs/2502.12110,,https://arxiv.org/abs/2502.12110,2502.12110,,False,,False,uncertain,background_only,Agent-related background; scientific research workflow unclear from seed-survey metadata.,01,01.04,,legacy,low,unreviewed,General scientific Agent / AI-agent background,no,,,,survey_reference,low_metadata_only,background,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0324,"Advancing ai-scientist understanding: Making llm think like a physicist with interpretable reasoning, 20252",Xu et al.,,arXiv,https://arxiv.org/abs/2504.01911,,https://arxiv.org/abs/2504.01911,2504.01911,,False,,False,no,excluded,Duplicate seed-survey record; keep ASD-0139 for follow-up review.,02,02.01,,legacy,low,unreviewed,Physics / astronomy Agent or background,no,,,,survey_reference,low_metadata_only,do_not_cite,02,none,single_module,02,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,,,,,,,,,,False,duplicate,duplicate,ASD-0139,,,2026-07-06T07:53:02+00:00
ASD-0325,What if llms have different world views: Simulating alien civilizations with llm-based agents,Xue et al.,2024,arXiv,https://arxiv.org/abs/2402.13184,,https://arxiv.org/abs/2402.13184,2402.13184,,False,,False,uncertain,background_only,Agent-related background; scientific research workflow unclear from seed-survey metadata.,11,11.02,,legacy,low,unreviewed,Civilization / social simulation with agents background,no,,,,survey_reference,low_metadata_only,background,11,none,single_module,11,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0326,Periodic graph transformers for crystal material property prediction,Yan et al.,2022,Unknown,,,,,,False,,False,no,background_only,Non-Agent or general AI-for-Science/background reference from seed survey; recorded for source-trail completeness.,04,04.04,,legacy,low,unreviewed,Materials Agent or background,no,,,,survey_reference,low_metadata_only,background,04,none,single_module,04,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0327,Complete and efficient graph transformers for crystal material property prediction,Yan et al.,2024,arXiv,https://arxiv.org/abs/2403.11857,,https://arxiv.org/abs/2403.11857,2403.11857,,False,,False,no,background_only,Non-Agent or general AI-for-Science/background reference from seed survey; recorded for source-trail completeness.,04,04.04,,legacy,low,unreviewed,Materials Agent or background,no,,,,survey_reference,low_metadata_only,background,04,none,single_module,04,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0328,"Mattersim: A deep learning atomistic model across elements, temperatures and pressures",Yang et al.,2024,arXiv,https://arxiv.org/abs/2405.04967,,https://arxiv.org/abs/2405.04967,2405.04967,,False,,False,no,background_only,Non-Agent or general AI-for-Science/background reference from seed survey; recorded for source-trail completeness.,04,04.01,,legacy,low,unreviewed,General scientific Agent / AI-agent background,no,,,,survey_reference,low_metadata_only,background,04,none,single_module,04,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0329,Poisoning medical knowledge using large language models,Yang et al.,,Nature-family,,,,,,False,,False,no,background_only,Non-Agent or general AI-for-Science/background reference from seed survey; recorded for source-trail completeness.,07,07.04,,legacy,low,unreviewed,Medical / health Agent or background,no,,,,survey_reference,low_metadata_only,background,07,none,single_module,07,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0330,Rlcd: Reinforcement learning from contrastive distillation for lm alignment,Yang et al.,,Unknown,,,,,,False,,False,no,background_only,Non-Agent or general AI-for-Science/background reference from seed survey; recorded for source-trail completeness.,01,01.04,,legacy,low,unreviewed,General scientific Agent / AI-agent background,no,,,,survey_reference,low_metadata_only,background,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0331,Gpt4tools: Teaching large language model to use tools via self-instruction,Yang et al.,2023,Unknown,,,,,,False,,False,no,background_only,Non-Agent or general AI-for-Science/background reference from seed survey; recorded for source-trail completeness.,01,01.04,,legacy,low,unreviewed,General scientific Agent / AI-agent background,no,,,,survey_reference,low_metadata_only,background,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0332,Alphafold2 and its applications in the fields of biology and medicine,Yang et al.,,Unknown,,,,,,False,,False,no,background_only,Non-Agent or general AI-for-Science/background reference from seed survey; recorded for source-trail completeness.,06,06.03,,legacy,low,unreviewed,Life-science Agent or background,no,,,,survey_reference,low_metadata_only,background,06,none,single_module,06,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0333,MOOSE-Chem: Large language models for rediscovering unseen chemistry scientific hypotheses,Yang et al.,2024,arXiv,https://arxiv.org/abs/2410.07076,,https://arxiv.org/abs/2410.07076,2410.07076,Reference_PDF/03_Chemical_Sciences/Yang_2024_MOOSE_Chem.pdf,True,Notes/03_Chemical_Sciences/Yang_2024_MOOSE_Chem.md,True,yes,to_read,,03,03.04,,legacy,low,unreviewed,Chemistry / molecular Agent or background,no,LLM Agent;Multi-Agent System;Retrieval-augmented Agent;Hybrid Agent,knowledge_extraction_and_organization;hypothesis_generation;evidence_assessment_and_validation;feedback_iteration,benchmark;expert_evaluation,system_platform;hypothesis,high_primary_abstract,standard,03,none,single_module,03,high,main_scientific_object,,Remarks,high,structured_remark_token,,2026-06-22,MOOSE-Chem: Large language models for rediscovering unseen chemistry scientific hypotheses,archived_pdf,first_hand_full_text,updated,updated,03,no,Batch03,yes,True,active_confirmed_core,confirmed_core,,,,2026-07-06T07:53:02+00:00
ASD-0334,React: Synergizing reasoning and acting in language models,Yao et al.,2023,Unknown,,,,,,False,,False,no,background_only,Non-Agent or general AI-for-Science/background reference from seed survey; recorded for source-trail completeness.,01,01.04,,legacy,low,unreviewed,General scientific Agent / AI-agent background,no,,,,survey_reference,low_metadata_only,background,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,,,Main class;Secondary class,medium,legacy_general_method_fallback,,,,,,,,,,,,False,background_only,background_only,,,,2026-07-06T07:53:02+00:00
ASD-0335,Studying and improving reasoning in humans and machines,Yax et al.,2024,Unknown,,,,,,False,,False,no,background_only,Non-Agent or general AI-for-Science/background reference from seed survey; recorded for source-trail completeness.,11,11.04,,legacy,low,unreviewed,Human and machine reasoning background,no,,,,survey_reference,low_metadata_only,background,11,none,single_module,11,high,main_scientific_object,,Main class,medium,legacy_main_class_fallback,,,,,,,,,,,,False,background_only,background_only,,2026-07-06,codex,2026-07-06T07:53:02+00:00
