paper_id,title,active_confirmed_core,inclusion_status,scientific_object_modules,general_method_bucket,object_coverage_mode,primary_module_for_filing,primary_module_label,legacy_main_class,legacy_secondary_class,proposed_primary_taxonomy_code_2lvl,secondary_term_in_index,secondary_term_label,secondary_term_status,secondary_term_review_status,proposed_assignment_status,pending_reason,proposed_discipline_local_code,discipline_local_rank,source_limited,pdf_status,evidence_status,note_path,pdf_path,review_flags
ASD-0357,Origene: A self-evolving virtual disease biologist automating therapeutic target discovery,True,to_read,07,none,single_module,07,Medical and Health Sciences,07,07.04,07.04,True,Legacy secondary filing term 07.04,needs_review,unreviewed,active_code,,07-04-014,014,no,archived_pdf,first_hand_full_text,Notes/07_Medical_and_Health_Sciences/Zhang_2025_OriGene.md,Reference_PDF/07_Medical_and_Health_Sciences/Zhang_2025_OriGene.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0370,Self-driving laboratories to autonomously navigate the protein fitness landscape,True,to_read,06,none,single_module,06,Life Sciences,06,06.03,06.03,True,Legacy secondary filing term 06.03,needs_review,unreviewed,active_code,,06-03-020,020,no,archived_pdf,first_hand_full_text,Notes/06_Life_Sciences/Rapp_2024_SAMPLE_Protein_Fitness_Landscape.md,Reference_PDF/06_Life_Sciences/Rapp_2024_SAMPLE_Protein_Fitness_Landscape.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0379,A self-driving laboratory advances the Pareto front for material properties,True,to_read,04,none,single_module,04,Materials Science,04,04.04,04.04,True,Legacy secondary filing term 04.04,needs_review,unreviewed,active_code,,04-04-019,019,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/MacLeod_2022_Pareto_Front_Materials.md,Reference_PDF/04_Materials_Science/MacLeod_2022_Pareto_Front_Materials.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0381,Autonomous reaction Pareto-front mapping with a self-driving catalysis laboratory,True,to_read,03,none,single_module,03,Chemical Sciences,03,03.03,03.03,True,Legacy secondary filing term 03.03,needs_review,unreviewed,active_code,,03-03-009,009,no,publisher_pdf_access_limited,first_hand_html_full_text_and_supplementary,Notes/03_Chemical_Sciences/Bennett_2024_FastCat_Pareto_Front.md,,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0385,AlphaFlow: autonomous discovery and optimization of multi-step chemistry using a self-driven fluidic lab guided by reinforcement learning,True,to_read,03;04,none,multi_module,04,Materials Science,04,04.04,04.04,True,Legacy secondary filing term 04.04,needs_review,unreviewed,active_code,,04-04-020,020,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Volk_2023_AlphaFlow_Nanoparticle_Growth.md,Reference_PDF/04_Materials_Science/Volk_2023_AlphaFlow_Nanoparticle_Growth.pdf,multi_module;secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0388,Crystallography companion agent for high-throughput materials discovery,True,to_read,04,none,single_module,04,Materials Science,04,04.01,04.01,True,Legacy secondary filing term 04.01,needs_review,unreviewed,active_code,,04-01-002,002,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Maffettone_2021_Crystallography_Companion_Agent.md,Reference_PDF/04_Materials_Science/Maffettone_2021_Crystallography_Companion_Agent.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0389,Autonomous discovery of optically active chiral inorganic perovskite nanocrystals through an intelligent cloud lab,True,to_read,04,none,single_module,04,Materials Science,04,04.04,04.04,True,Legacy secondary filing term 04.04,needs_review,unreviewed,active_code,,04-04-021,021,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Li_2020_MAOSIC_Chiral_Perovskite.md,Reference_PDF/04_Materials_Science/Li_2020_MAOSIC_Chiral_Perovskite.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0390,A self-driving laboratory designed to accelerate the discovery of adhesive materials,True,to_read,04,none,single_module,04,Materials Science,04,04.04,04.04,True,Legacy secondary filing term 04.04,needs_review,unreviewed,active_code,,04-04-022,022,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Rooney_2022_Adhesive_Materials_SDL.md,Reference_PDF/04_Materials_Science/Rooney_2022_Adhesive_Materials_SDL.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0410,On-the-fly closed-loop materials discovery via Bayesian active learning,True,to_read,04,none,single_module,04,Materials Science,04,04.04,04.04,True,Legacy secondary filing term 04.04,needs_review,unreviewed,active_code,,04-04-023,023,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Kusne_2020_CAMEO_Materials_Discovery.md,Reference_PDF/04_Materials_Science/Kusne_2020_CAMEO_Materials_Discovery.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0415,Autonomous polymer synthesis delivered by multi-objective closed-loop optimisation,True,to_read,04,none,single_module,04,Materials Science,04,04.03,04.03,True,Legacy secondary filing term 04.03,needs_review,unreviewed,active_code,,04-03-002,002,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Knox_2022_Autonomous_Polymer_Synthesis.md,Reference_PDF/04_Materials_Science/Knox_2022_Autonomous_Polymer_Synthesis.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0417,Autonomous optimization of non-aqueous Li-ion battery electrolytes via robotic experimentation and machine learning coupling,True,to_read,04,none,single_module,04,Materials Science,04,04.04,04.04,True,Legacy secondary filing term 04.04,needs_review,unreviewed,active_code,,04-04-024,024,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Dave_2022_LiIon_Battery_Electrolytes.md,Reference_PDF/04_Materials_Science/Dave_2022_LiIon_Battery_Electrolytes.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0418,Data-science driven autonomous process optimization,True,to_read,03,none,single_module,03,Chemical Sciences,03,03.03,03.03,True,Legacy secondary filing term 03.03,needs_review,unreviewed,active_code,,03-03-010,010,no,archived_pdf,first_hand_full_text,Notes/03_Chemical_Sciences/Christensen_2021_Data_Science_Driven_Autonomous_Process_Optimization.md,Reference_PDF/03_Chemical_Sciences/Christensen_2021_Data_Science_Driven_Autonomous_Process_Optimization.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0421,Closed-loop superconducting materials discovery,True,to_read,04,none,single_module,04,Materials Science,04,04.04,04.04,True,Legacy secondary filing term 04.04,needs_review,unreviewed,active_code,,04-04-025,025,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Pogue_2023_Superconducting_Materials_Discovery.md,Reference_PDF/04_Materials_Science/Pogue_2023_Superconducting_Materials_Discovery.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0422,Autonomous closed-loop mechanistic investigation of molecular electrochemistry via automation,True,to_read,03,none,single_module,03,Chemical Sciences,03,03.03,03.03,True,Legacy secondary filing term 03.03,needs_review,unreviewed,active_code,,03-03-011,011,no,archived_pdf,first_hand_full_text,Notes/03_Chemical_Sciences/Sheng_2024_Molecular_Electrochemistry_Automation.md,Reference_PDF/03_Chemical_Sciences/Sheng_2024_Molecular_Electrochemistry_Automation.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0425,Efficient Closed-loop Maximization of Carbon Nanotube Growth Rate using Bayesian Optimization,True,to_read,04,none,single_module,04,Materials Science,04,04.03,04.03,True,Legacy secondary filing term 04.03,needs_review,unreviewed,active_code,,04-03-003,003,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Chang_2020_CNT_Growth_Bayesian_Optimization.md,Reference_PDF/04_Materials_Science/Chang_2020_CNT_Growth_Bayesian_Optimization.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0428,Discovering New Chemistry with an Autonomous Robotic Platform Driven by a Reactivity-Seeking Neural Network,True,to_read,03,none,single_module,03,Chemical Sciences,03,03.03,03.03,True,Legacy secondary filing term 03.03,needs_review,unreviewed,active_code,,03-03-012,012,no,archived_pdf,first_hand_full_text,Notes/03_Chemical_Sciences/Caramelli_2021_Reactivity_Seeking_NN.md,Reference_PDF/03_Chemical_Sciences/Caramelli_2021_Reactivity_Seeking_NN.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0429,Toward autonomous additive manufacturing: Bayesian optimization on a 3D printer,True,to_read,09,none,single_module,09,Engineering and Industrial Technology Sciences,09,09.02,09.02,True,Legacy secondary filing term 09.02,needs_review,unreviewed,active_code,,09-02-001,001,no,archived_pdf,first_hand_full_text,Notes/09_Engineering_and_Industrial_Technology_Sciences/Deneault_2021_AM_ARES.md,Reference_PDF/09_Engineering_and_Industrial_Technology_Sciences/Deneault_2021_AM_ARES.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0447,An autonomous portable platform for universal chemical synthesis,True,to_read,03,none,single_module,03,Chemical Sciences,01,01.04,,True,Legacy secondary filing term 01.04,needs_review,unreviewed,pending_secondary,secondary_primary_mismatch,,,no,archived_pdf,first_hand_full_text,Notes/01_Formal_Information_and_Computational_Sciences/Manzano_2022_Universal_Chemical_Synthesis_Platform.md,Reference_PDF/03_Chemical_Sciences/Manzano_2022_Universal_Chemical_Synthesis_Platform.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed;secondary_primary_mismatch
ASD-0455,A mobile robotic chemist,True,to_read,04,none,single_module,04,Materials Science,04,04.04,04.04,True,Legacy secondary filing term 04.04,needs_review,unreviewed,active_code,,04-04-026,026,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Burger_2020_Mobile_Robotic_Chemist.md,Reference_PDF/04_Materials_Science/Burger_2020_Mobile_Robotic_Chemist.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0463,AI-driven robotic chemist for autonomous synthesis of organic molecules,True,to_read,03,none,single_module,03,Chemical Sciences,03,03.03,03.03,True,Legacy secondary filing term 03.03,needs_review,unreviewed,active_code,,03-03-013,013,no,archived_pdf,first_hand_full_text,Notes/03_Chemical_Sciences/Ha_2023_Robotic_Chemist_Organic_Molecules.md,Reference_PDF/03_Chemical_Sciences/Ha_2023_Robotic_Chemist_Organic_Molecules.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0466,Discovery of Wall-Selective Carbon Nanotube Growth Conditions <i>via</i> Automated Experimentation,True,to_read,04,none,single_module,04,Materials Science,04,04.03,04.03,True,Legacy secondary filing term 04.03,needs_review,unreviewed,active_code,,04-03-004,004,yes,official_supplementary_pdf_archived_main_article_gated,first_hand_abstract_and_official_supplementary,Notes/04_Materials_Science/Nikolaev_2014_CNT_Wall_Selectivity.md,Reference_PDF/04_Materials_Science/Nikolaev_2014_CNT_Wall_Selectivity_Supplementary.pdf,source_limited;secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0478,NIMS-OS: an automation software to implement a closed loop between artificial intelligence and robotic experiments in materials science,True,to_read,04,none,single_module,04,Materials Science,04,04.04,04.04,True,Legacy secondary filing term 04.04,needs_review,unreviewed,active_code,,04-04-027,027,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Tamura_2023_NIMS_OS.md,Reference_PDF/04_Materials_Science/Tamura_2023_NIMS_OS.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0484,Evolution-guided Bayesian optimization for constrained multi-objective optimization in self-driving labs,True,to_read,04,none,single_module,04,Materials Science,04,04.03,04.03,True,Legacy secondary filing term 04.03,needs_review,unreviewed,active_code,,04-03-005,005,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Low_2024_Evolution_Guided_BO_SDL.md,Reference_PDF/04_Materials_Science/Low_2024_Evolution_Guided_BO_SDL.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0487,Autonomous Discovery of Battery Electrolytes with Robotic Experimentation and Machine Learning,True,to_read,04,none,single_module,04,Materials Science,04,04.04,04.04,True,Legacy secondary filing term 04.04,needs_review,unreviewed,active_code,,04-04-028,028,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Dave_2020_Autonomous_Battery_Electrolytes.md,Reference_PDF/04_Materials_Science/Dave_2020_Autonomous_Battery_Electrolytes.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0491,Optimizing Perovskite Thin-Film Parameter Spaces with Machine Learning-Guided Robotic Platform for High-Performance Perovskite Solar Cells,True,to_read,04,none,single_module,04,Materials Science,04,04.04,04.04,True,Legacy secondary filing term 04.04,needs_review,unreviewed,active_code,,04-04-029,029,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Zhang_2023_Perovskite_ThinFilm_SPINBOT.md,Reference_PDF/04_Materials_Science/Zhang_2023_Perovskite_ThinFilm_SPINBOT.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0501,Functional genomic hypothesis generation and experimentation by a robot scientist,True,to_read,06,none,single_module,06,Life Sciences,06,06.03,06.03,True,Legacy secondary filing term 06.03,needs_review,unreviewed,active_code,,06-03-021,021,no,archived_pdf,first_hand_full_text,Notes/06_Life_Sciences/King_2004_Robot_Scientist.md,Reference_PDF/06_Life_Sciences/King_2004_Robot_Scientist.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0503,Self-driving laboratory for accelerated discovery of thin-film materials,True,to_read,04,none,single_module,04,Materials Science,04,04.04,04.04,True,Legacy secondary filing term 04.04,needs_review,unreviewed,active_code,,04-04-030,030,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/MacLeod_2020_SelfDriving_ThinFilm_Lab.md,Reference_PDF/04_Materials_Science/MacLeod_2020_SelfDriving_ThinFilm_Lab.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0504,A Bayesian experimental autonomous researcher for mechanical design,True,to_read,09,none,single_module,09,Engineering and Industrial Technology Sciences,09,09.02,09.02,True,Legacy secondary filing term 09.02,needs_review,unreviewed,active_code,,09-02-002,002,no,archived_pdf,first_hand_full_text,Notes/09_Engineering_and_Industrial_Technology_Sciences/Gongora_2020_BEAR_Mechanical_Design.md,Reference_PDF/09_Engineering_and_Industrial_Technology_Sciences/Gongora_2020_BEAR_Mechanical_Design.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0505,Autonomous and dynamic precursor selection for solid-state materials synthesis,True,to_read,04,none,single_module,04,Materials Science,04,04.04,04.04,True,Legacy secondary filing term 04.04,needs_review,unreviewed,active_code,,04-04-031,031,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Szymanski_2023_ARROWS3_SolidState_Synthesis.md,Reference_PDF/04_Materials_Science/Szymanski_2023_ARROWS3_SolidState_Synthesis.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0506,Closed-loop transfer enables artificial intelligence to yield chemical knowledge,True,to_read,03,none,single_module,03,Chemical Sciences,03,03.03,03.03,True,Legacy secondary filing term 03.03,needs_review,unreviewed,active_code,,03-03-014,014,no,archived_pdf,first_hand_full_text,Notes/03_Chemical_Sciences/Angello_2024_ClosedLoop_Transfer_Chemical_Knowledge.md,Reference_PDF/03_Chemical_Sciences/Angello_2024_ClosedLoop_Transfer_Chemical_Knowledge.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0507,Identifying general reaction conditions by bandit optimization,True,to_read,03,none,single_module,03,Chemical Sciences,03,03.03,03.03,True,Legacy secondary filing term 03.03,needs_review,unreviewed,active_code,,03-03-015,015,no,archived_pdf,first_hand_full_text,Notes/03_Chemical_Sciences/Wang_2024_General_Reaction_Conditions_Bandit.md,Reference_PDF/03_Chemical_Sciences/Wang_2024_General_Reaction_Conditions_Bandit.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0508,"Autonomous, multiproperty-driven molecular discovery: From predictions to measurements and back",True,to_read,03,none,single_module,03,Chemical Sciences,03,03.04,03.04,True,Legacy secondary filing term 03.04,needs_review,unreviewed,active_code,,03-04-018,018,no,publisher_full_text_checked,first_hand_full_text,Notes/03_Chemical_Sciences/Koscher_2023_Multiproperty_Molecular_Discovery.md,,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0510,A conversational multi-agent AI system for automated plant phenotyping,True,to_read,06;08,none,multi_module,08,"Agricultural, Food, Forestry, Animal and Fishery Sciences",08,08.01,08.01,True,Legacy secondary filing term 08.01,needs_review,unreviewed,active_code,,08-01-001,001,no,archived_pdf,first_hand_article_page,Notes/08_Agricultural_Food_Forestry_Animal_and_Fishery_Sciences/Chen_2026_PhenoAssistant.md,Reference_PDF/08_Agricultural_Food_Forestry_Animal_and_Fishery_Sciences/Chen_2026_PhenoAssistant.pdf,multi_module;secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0511,Operating advanced scientific instruments with AI agents that learn on the job,True,to_read,04;09,none,multi_module,09,Engineering and Industrial Technology Sciences,09,09.03,09.03,True,Legacy secondary filing term 09.03,needs_review,unreviewed,active_code,,09-03-002,002,no,archived_pdf,first_hand_full_text,Notes/09_Engineering_and_Industrial_Technology_Sciences/Vriza_2026_AI_Agents_Scientific_Instruments.md,Reference_PDF/09_Engineering_and_Industrial_Technology_Sciences/Vriza_2026_AI_Agents_Scientific_Instruments.pdf,multi_module;secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0512,Mathematical discoveries from program search with large language models,True,to_read,01,none,single_module,01,"Formal, Information and Computational Sciences",01,01.01,01.01,True,Legacy secondary filing term 01.01,needs_review,unreviewed,active_code,,01-01-001,001,no,archived_pdf,first_hand_full_text,Notes/01_Formal_Information_and_Computational_Sciences/RomeraParedes_2024_FunSearch_Mathematical_Discoveries.md,Reference_PDF/01_Formal_Information_and_Computational_Sciences/RomeraParedes_2024_FunSearch_Mathematical_Discoveries.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0513,Networking autonomous material exploration systems through transfer learning,True,to_read,04,none,single_module,04,Materials Science,04,04.04,04.04,True,Legacy secondary filing term 04.04,needs_review,unreviewed,active_code,,04-04-032,032,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Yoshida_2025_Networking_Autonomous_Material_Exploration.md,Reference_PDF/04_Materials_Science/Yoshida_2025_Networking_Autonomous_Material_Exploration.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0514,Autonomous phase mapping of gold nanoparticles synthesis with differentiable models of spectral shape,True,to_read,04,none,single_module,04,Materials Science,04,04.03,04.03,True,Legacy secondary filing term 04.03,needs_review,unreviewed,active_code,,04-03-006,006,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Vaddi_2025_Autonomous_Phase_Mapping_Gold_Nanoparticles.md,Reference_PDF/04_Materials_Science/Vaddi_2025_Autonomous_Phase_Mapping_Gold_Nanoparticles.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0515,Autonomous closed-loop exploration of composition-spread films for the anomalous Hall effect,True,to_read,04,none,single_module,04,Materials Science,04,04.04,04.04,True,Legacy secondary filing term 04.04,needs_review,unreviewed,active_code,,04-04-033,033,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Toyama_2025_Autonomous_Closed_Loop_Anomalous_Hall.md,Reference_PDF/04_Materials_Science/Toyama_2025_Autonomous_Closed_Loop_Anomalous_Hall.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0516,A self-driving physical vapor deposition system making sample-specific decisions on the fly,True,to_read,04;09,none,multi_module,04,Materials Science,04,04.04,04.04,True,Legacy secondary filing term 04.04,needs_review,unreviewed,active_code,,04-04-034,034,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Zheng_2025_Self_Driving_PVD_System.md,Reference_PDF/04_Materials_Science/Zheng_2025_Self_Driving_PVD_System.pdf,multi_module;secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0517,Self-driving lab for the photochemical synthesis of plasmonic nanoparticles with targeted structural and optical properties,True,to_read,04,none,single_module,04,Materials Science,04,04.03,04.03,True,Legacy secondary filing term 04.03,needs_review,unreviewed,active_code,,04-03-007,007,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Wu_2025_Plasmonic_Nanoparticle_SDL.md,Reference_PDF/04_Materials_Science/Wu_2025_Plasmonic_Nanoparticle_SDL.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0518,A generalized platform for artificial intelligence-powered autonomous enzyme engineering,True,to_read,06,none,single_module,06,Life Sciences,06,06.03,06.03,True,Legacy secondary filing term 06.03,needs_review,unreviewed,active_code,,06-03-022,022,no,archived_pdf,first_hand_full_text,Notes/06_Life_Sciences/Singh_2025_Autonomous_Enzyme_Engineering.md,Reference_PDF/06_Life_Sciences/Singh_2025_Autonomous_Enzyme_Engineering.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0519,A high-throughput experimentation platform for data-driven discovery in electrochemistry,True,to_read,03;04,none,multi_module,03,Chemical Sciences,03,03.02,03.02,True,Legacy secondary filing term 03.02,needs_review,unreviewed,active_code,,03-02-002,002,no,archived_pdf,first_hand_pmc_full_text,Notes/03_Chemical_Sciences/Lin_2025_High_Throughput_Electrochemistry_Discovery.md,Reference_PDF/03_Chemical_Sciences/Lin_2025_High_Throughput_Electrochemistry_Discovery.pdf,multi_module;secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0520,Bayesian learning-assisted catalyst discovery for efficient iridium utilization in electrochemical water splitting,True,to_read,03;04,none,multi_module,04,Materials Science,04,04.04,04.04,True,Legacy secondary filing term 04.04,needs_review,unreviewed,active_code,,04-04-035,035,no,archived_pdf,first_hand_pmc_full_text,Notes/04_Materials_Science/Niu_2025_Bayesian_Catalyst_Discovery_Iridium.md,Reference_PDF/04_Materials_Science/Niu_2025_Bayesian_Catalyst_Discovery_Iridium.pdf,multi_module;secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0521,CRISPR-GPT for agentic automation of gene-editing experiments,True,to_read,06,none,single_module,06,Life Sciences,06,06.03,06.03,True,Legacy secondary filing term 06.03,needs_review,unreviewed,active_code,,06-03-023,023,no,archived_pdf,first_hand_full_text,Notes/06_Life_Sciences/Qu_2025_CRISPR_GPT.md,Reference_PDF/06_Life_Sciences/Huang_2024_CRISPR_GPT.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0522,Evaluating large language model agents for automation of atomic force microscopy,True,to_read,04;09,none,multi_module,04,Materials Science,04,04.01,04.01,True,Legacy secondary filing term 04.01,needs_review,unreviewed,active_code,,04-01-003,003,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Mandal_2024_AILA_Autonomous_Microscopy.md,Reference_PDF/04_Materials_Science/Mandal_2025_AILA_Autonomous_Microscopy.pdf,multi_module;secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0523,Towards end-to-end automation of AI research,True,to_read,01;11,none,multi_module,01,"Formal, Information and Computational Sciences",01,01.02,01.02,True,Legacy secondary filing term 01.02,needs_review,unreviewed,active_code,,01-02-002,002,no,archived_pdf,first_hand_full_text,Notes/01_Formal_Information_and_Computational_Sciences/Lu_2026_End_to_End_AI_Research.md,Reference_PDF/01_Formal_Information_and_Computational_Sciences/Lu_2026_End_to_End_AI_Research.pdf,multi_module;secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0524,AgenticSciML: collaborative multi-agent systems for emergent discovery in scientific machine learning,True,to_read,01,none,single_module,01,"Formal, Information and Computational Sciences",01,01.02,01.02,True,Legacy secondary filing term 01.02,needs_review,unreviewed,active_code,,01-02-003,003,no,archived_pdf,first_hand_abstract_review_packet,Notes/01_Formal_Information_and_Computational_Sciences/Jiang_2026_AgenticSciML.md,Reference_PDF/01_Formal_Information_and_Computational_Sciences/Jiang_2026_AgenticSciML.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0525,TeLLAgent: a dual-agent framework for reliable scientific discovery with tool-enhanced LLMs,True,to_read,03;04,none,multi_module,04,Materials Science,04,04.04,04.04,True,Legacy secondary filing term 04.04,needs_review,unreviewed,active_code,,04-04-036,036,no,archived_pdf,first_hand_abstract_review_packet,Notes/01_Formal_Information_and_Computational_Sciences/Sun_2026_TeLLAgent.md,Reference_PDF/01_Formal_Information_and_Computational_Sciences/Sun_2026_TeLLAgent.pdf,multi_module;secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0526,Constitutive scientific generative agent (CSGA): Leveraging large language models for automated constitutive model discovery,True,to_read,09,none,single_module,09,Engineering and Industrial Technology Sciences,09,09.01,09.01,True,Legacy secondary filing term 09.01,needs_review,unreviewed,active_code,,09-01-005,005,no,archived_pdf,first_hand_abstract_review_packet,Notes/09_Engineering_and_Industrial_Technology_Sciences/Tacke_2025_CSGA_Constitutive_Model_Discovery.md,Reference_PDF/09_Engineering_and_Industrial_Technology_Sciences/Tacke_2025_CSGA_Constitutive_Model_Discovery.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0528,AutoSciLab: A Self-Driving Laboratory for Interpretable Scientific Discovery,True,to_read,02,none,single_module,02,"Physics, Astronomy and Cosmic Sciences",02,02.02,02.02,True,Legacy secondary filing term 02.02,needs_review,unreviewed,active_code,,02-02-003,003,no,archived_pdf,first_hand_full_text,Notes/01_Formal_Information_and_Computational_Sciences/Desai_2025_AutoSciLab.md,Reference_PDF/01_Formal_Information_and_Computational_Sciences/Desai_2025_AutoSciLab.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0529,RAISE: a self-driving laboratory for interfacial property formulation discovery,True,to_read,04,none,single_module,04,Materials Science,04,04.03,04.03,True,Legacy secondary filing term 04.03,needs_review,unreviewed,active_code,,04-03-008,008,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Nazeri_2026_RAISE_Interfacial_Formulation_Discovery.md,Reference_PDF/04_Materials_Science/Nazeri_2026_RAISE_Interfacial_Formulation_Discovery.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0530,Autonomous Scientific Discovery Through Hierarchical AI Scientist Systems,True,to_read,,01.04_general_asd_methods_without_concrete_object_experiments,general_method_without_concrete_object_experiments,,,01,01.04,,True,Legacy secondary filing term 01.04,needs_review,unreviewed,non_discipline_general_method,,,,no,archived_pdf,first_hand_full_text,Notes/01_Formal_Information_and_Computational_Sciences/Yue_2025_Hierarchical_AI_Scientist_Systems.md,Reference_PDF/01_Formal_Information_and_Computational_Sciences/Yue_2025_Hierarchical_AI_Scientist_Systems.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0531,GALILEO: Embodied AI scientist for autonomous therapeutic discovery in dynamic membrane systems,True,to_read,06;07,none,multi_module,07,Medical and Health Sciences,07,07.04,07.04,True,Legacy secondary filing term 07.04,needs_review,unreviewed,active_code,,07-04-015,015,no,archived_pdf,first_hand_full_text,Notes/07_Medical_and_Health_Sciences/Jiang_2026_GALILEO_Therapeutic_Discovery.md,Reference_PDF/07_Medical_and_Health_Sciences/Jiang_2026_GALILEO_Therapeutic_Discovery.pdf,multi_module;secondary_term_status_needs_review;secondary_term_review_unreviewed
ASD-0535,Accelerated inorganic materials design with generative AI agents,True,to_read,04,none,single_module,04,Materials Science,04,04.04,04.04,True,Legacy secondary filing term 04.04,needs_review,unreviewed,active_code,,04-04-037,037,no,archived_pdf,first_hand_full_text,Notes/04_Materials_Science/Takahara_2025_MatAgent_Inorganic_Materials.md,Reference_PDF/04_Materials_Science/Takahara_2025_MatAgent_Inorganic_Materials.pdf,secondary_term_status_needs_review;secondary_term_review_unreviewed
