paper_id,assignment_id,discipline_local_code,discipline_local_rank,discipline_display_order,assignment_status,assigned_at,assigned_by,retired_at,redirected_to_code,assignment_reason,pending_reason,primary_module_for_filing,primary_module_confidence,primary_module_assignment_rule,primary_module_override_reason,primary_taxonomy_code_2lvl,legacy_secondary_class,secondary_class_source,secondary_class_confidence,secondary_class_review_status,scientific_object_modules,general_method_bucket,title,note_path,pdf_path,active_confirmed_core,is_derived_snapshot,generated_at,generated_by,source_commit,worktree_dirty
ASD-0158,DCA-000113,03-03-006,006,03-03-006,active_code,2026-07-05,codex,,,initial_assignment,,03,high,main_scientific_object,,03.03,03.03,legacy,low,unreviewed,03,none,A robotic platform for flow synthesis of organic compounds informed by AI planning,Notes/03_Chemical_Sciences/Coley_2019_Flow_Synthesis_AI_Planning.md,,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0179,DCA-000114,03-03-007,007,03-03-007,active_code,2026-07-05,codex,,,initial_assignment,,03,high,main_scientific_object,,03.03,03.03,legacy,low,unreviewed,03,none,Chemist-x: Large language model-empowered agent for reaction condition recommendation in chemical synthesis,Notes/03_Chemical_Sciences/Chen_2023_ChemistX_Reaction_Conditions.md,Reference_PDF/03_Chemical_Sciences/Chen_2023_ChemistX_Reaction_Conditions.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0186,DCA-000115,11-07-003,003,11-07-003,active_code,2026-07-05,codex,,,initial_assignment,,11,high,main_scientific_object,,11.07,11.07,legacy,low,unreviewed,11,none,MARG: Multi-Agent Review Generation for Scientific Papers,Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/DArcy_2024_MARG.md,Reference_PDF/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/DArcy_2024_MARG.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0189,DCA-000116,06-03-018,018,06-03-018,active_code,2026-07-05,codex,,,initial_assignment,,06,high,main_scientific_object,,06.03,06.03,legacy,low,unreviewed,06,none,Automating exploratory proteomics research via language models,Notes/06_Life_Sciences/Ding_2024_PROTEUS_Proteomics.md,Reference_PDF/06_Life_Sciences/Ding_2024_PROTEUS_Proteomics.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0254,DCA-000117,,,07-ZZ-PENDING-ASD-0254,pending_secondary,2026-07-05,codex,,,initial_assignment,secondary_primary_mismatch,07,medium,manual_override,structured_remark_primary_module_for_filing,,01.04,legacy,low,unreviewed,06;07,none,From intention to implementation: automating biomedical research via llms,Notes/01_Formal_Information_and_Computational_Sciences/Luo_2025_BioResearcher.md,Reference_PDF/07_Medical_and_Health_Sciences/Luo_2025_BioResearcher.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0276,DCA-000118,06-03-019,019,06-03-019,active_code,2026-07-05,codex,,,initial_assignment,,06,medium,manual_override,structured_remark_primary_module_for_filing,06.03,06.03,legacy,low,unreviewed,06;07,none,Automating exploratory multiomics research via language models,Notes/06_Life_Sciences/Qu_2025_PROTEUS_Multiomics.md,Reference_PDF/06_Life_Sciences/Qu_2025_PROTEUS_Multiomics.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0280,DCA-000119,03-03-008,008,03-03-008,active_code,2026-07-05,codex,,,initial_assignment,,03,high,main_scientific_object,,03.03,03.03,legacy,low,unreviewed,03,none,An automatic end-to-end chemical synthesis development platform powered by large language models,Notes/03_Chemical_Sciences/Ruan_2024_LLM_RDF_Chemical_Synthesis.md,Reference_PDF/03_Chemical_Sciences/Ruan_2024_LLM_RDF_Chemical_Synthesis.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0290,DCA-000120,03-02-001,001,03-02-001,active_code,2026-07-05,codex,,,initial_assignment,,03,high,main_scientific_object,,03.02,03.02,legacy,low,unreviewed,03,none,ChemReasoner: Heuristic search over a large language model's knowledge space using quantum-chemical feedback,Notes/03_Chemical_Sciences/Sprueill_2024_ChemReasoner.md,Reference_PDF/03_Chemical_Sciences/Sprueill_2024_ChemReasoner.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0333,DCA-000121,03-04-017,017,03-04-017,active_code,2026-07-05,codex,,,initial_assignment,,03,high,main_scientific_object,,03.04,03.04,legacy,low,unreviewed,03,none,MOOSE-Chem: Large language models for rediscovering unseen chemistry scientific hypotheses,Notes/03_Chemical_Sciences/Yang_2024_MOOSE_Chem.md,Reference_PDF/03_Chemical_Sciences/Yang_2024_MOOSE_Chem.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0357,DCA-000122,07-04-014,014,07-04-014,active_code,2026-07-05,codex,,,initial_assignment,,07,high,main_scientific_object,,07.04,07.04,legacy,low,unreviewed,07,none,Origene: A self-evolving virtual disease biologist automating therapeutic target discovery,Notes/07_Medical_and_Health_Sciences/Zhang_2025_OriGene.md,Reference_PDF/07_Medical_and_Health_Sciences/Zhang_2025_OriGene.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0370,DCA-000123,06-03-020,020,06-03-020,active_code,2026-07-05,codex,,,initial_assignment,,06,high,main_scientific_object,,06.03,06.03,legacy,low,unreviewed,06,none,Self-driving laboratories to autonomously navigate the protein fitness landscape,Notes/06_Life_Sciences/Rapp_2024_SAMPLE_Protein_Fitness_Landscape.md,Reference_PDF/06_Life_Sciences/Rapp_2024_SAMPLE_Protein_Fitness_Landscape.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0379,DCA-000124,04-04-019,019,04-04-019,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.04,04.04,legacy,low,unreviewed,04,none,A self-driving laboratory advances the Pareto front for material properties,Notes/04_Materials_Science/MacLeod_2022_Pareto_Front_Materials.md,Reference_PDF/04_Materials_Science/MacLeod_2022_Pareto_Front_Materials.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0381,DCA-000125,03-03-009,009,03-03-009,active_code,2026-07-05,codex,,,initial_assignment,,03,high,main_scientific_object,,03.03,03.03,legacy,low,unreviewed,03,none,Autonomous reaction Pareto-front mapping with a self-driving catalysis laboratory,Notes/03_Chemical_Sciences/Bennett_2024_FastCat_Pareto_Front.md,,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0385,DCA-000126,04-04-020,020,04-04-020,active_code,2026-07-05,codex,,,initial_assignment,,04,medium,manual_override,structured_remark_primary_module_for_filing,04.04,04.04,legacy,low,unreviewed,03;04,none,AlphaFlow: autonomous discovery and optimization of multi-step chemistry using a self-driven fluidic lab guided by reinforcement learning,Notes/04_Materials_Science/Volk_2023_AlphaFlow_Nanoparticle_Growth.md,Reference_PDF/04_Materials_Science/Volk_2023_AlphaFlow_Nanoparticle_Growth.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0388,DCA-000127,04-01-002,002,04-01-002,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.01,04.01,legacy,low,unreviewed,04,none,Crystallography companion agent for high-throughput materials discovery,Notes/04_Materials_Science/Maffettone_2021_Crystallography_Companion_Agent.md,Reference_PDF/04_Materials_Science/Maffettone_2021_Crystallography_Companion_Agent.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0389,DCA-000128,04-04-021,021,04-04-021,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.04,04.04,legacy,low,unreviewed,04,none,Autonomous discovery of optically active chiral inorganic perovskite nanocrystals through an intelligent cloud lab,Notes/04_Materials_Science/Li_2020_MAOSIC_Chiral_Perovskite.md,Reference_PDF/04_Materials_Science/Li_2020_MAOSIC_Chiral_Perovskite.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0390,DCA-000129,04-04-022,022,04-04-022,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.04,04.04,legacy,low,unreviewed,04,none,A self-driving laboratory designed to accelerate the discovery of adhesive materials,Notes/04_Materials_Science/Rooney_2022_Adhesive_Materials_SDL.md,Reference_PDF/04_Materials_Science/Rooney_2022_Adhesive_Materials_SDL.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0410,DCA-000130,04-04-023,023,04-04-023,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.04,04.04,legacy,low,unreviewed,04,none,On-the-fly closed-loop materials discovery via Bayesian active learning,Notes/04_Materials_Science/Kusne_2020_CAMEO_Materials_Discovery.md,Reference_PDF/04_Materials_Science/Kusne_2020_CAMEO_Materials_Discovery.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0415,DCA-000131,04-03-002,002,04-03-002,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.03,04.03,legacy,low,unreviewed,04,none,Autonomous polymer synthesis delivered by multi-objective closed-loop optimisation,Notes/04_Materials_Science/Knox_2022_Autonomous_Polymer_Synthesis.md,Reference_PDF/04_Materials_Science/Knox_2022_Autonomous_Polymer_Synthesis.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0417,DCA-000132,04-04-024,024,04-04-024,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.04,04.04,legacy,low,unreviewed,04,none,Autonomous optimization of non-aqueous Li-ion battery electrolytes via robotic experimentation and machine learning coupling,Notes/04_Materials_Science/Dave_2022_LiIon_Battery_Electrolytes.md,Reference_PDF/04_Materials_Science/Dave_2022_LiIon_Battery_Electrolytes.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0418,DCA-000133,03-03-010,010,03-03-010,active_code,2026-07-05,codex,,,initial_assignment,,03,high,main_scientific_object,,03.03,03.03,legacy,low,unreviewed,03,none,Data-science driven autonomous process optimization,Notes/03_Chemical_Sciences/Christensen_2021_Data_Science_Driven_Autonomous_Process_Optimization.md,Reference_PDF/03_Chemical_Sciences/Christensen_2021_Data_Science_Driven_Autonomous_Process_Optimization.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0421,DCA-000134,04-04-025,025,04-04-025,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.04,04.04,legacy,low,unreviewed,04,none,Closed-loop superconducting materials discovery,Notes/04_Materials_Science/Pogue_2023_Superconducting_Materials_Discovery.md,Reference_PDF/04_Materials_Science/Pogue_2023_Superconducting_Materials_Discovery.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0422,DCA-000135,03-03-011,011,03-03-011,active_code,2026-07-05,codex,,,initial_assignment,,03,high,main_scientific_object,,03.03,03.03,legacy,low,unreviewed,03,none,Autonomous closed-loop mechanistic investigation of molecular electrochemistry via automation,Notes/03_Chemical_Sciences/Sheng_2024_Molecular_Electrochemistry_Automation.md,Reference_PDF/03_Chemical_Sciences/Sheng_2024_Molecular_Electrochemistry_Automation.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0425,DCA-000136,04-03-003,003,04-03-003,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.03,04.03,legacy,low,unreviewed,04,none,Efficient Closed-loop Maximization of Carbon Nanotube Growth Rate using Bayesian Optimization,Notes/04_Materials_Science/Chang_2020_CNT_Growth_Bayesian_Optimization.md,Reference_PDF/04_Materials_Science/Chang_2020_CNT_Growth_Bayesian_Optimization.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0428,DCA-000137,03-03-012,012,03-03-012,active_code,2026-07-05,codex,,,initial_assignment,,03,high,main_scientific_object,,03.03,03.03,legacy,low,unreviewed,03,none,Discovering New Chemistry with an Autonomous Robotic Platform Driven by a Reactivity-Seeking Neural Network,Notes/03_Chemical_Sciences/Caramelli_2021_Reactivity_Seeking_NN.md,Reference_PDF/03_Chemical_Sciences/Caramelli_2021_Reactivity_Seeking_NN.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0429,DCA-000138,09-02-001,001,09-02-001,active_code,2026-07-05,codex,,,initial_assignment,,09,high,main_scientific_object,,09.02,09.02,legacy,low,unreviewed,09,none,Toward autonomous additive manufacturing: Bayesian optimization on a 3D printer,Notes/09_Engineering_and_Industrial_Technology_Sciences/Deneault_2021_AM_ARES.md,Reference_PDF/09_Engineering_and_Industrial_Technology_Sciences/Deneault_2021_AM_ARES.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0447,DCA-000139,,,03-ZZ-PENDING-ASD-0447,pending_secondary,2026-07-05,codex,,,initial_assignment,secondary_primary_mismatch,03,high,main_scientific_object,,,01.04,legacy,low,unreviewed,03,none,An autonomous portable platform for universal chemical synthesis,Notes/01_Formal_Information_and_Computational_Sciences/Manzano_2022_Universal_Chemical_Synthesis_Platform.md,Reference_PDF/03_Chemical_Sciences/Manzano_2022_Universal_Chemical_Synthesis_Platform.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0455,DCA-000140,04-04-026,026,04-04-026,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.04,04.04,legacy,low,unreviewed,04,none,A mobile robotic chemist,Notes/04_Materials_Science/Burger_2020_Mobile_Robotic_Chemist.md,Reference_PDF/04_Materials_Science/Burger_2020_Mobile_Robotic_Chemist.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0463,DCA-000141,03-03-013,013,03-03-013,active_code,2026-07-05,codex,,,initial_assignment,,03,high,main_scientific_object,,03.03,03.03,legacy,low,unreviewed,03,none,AI-driven robotic chemist for autonomous synthesis of organic molecules,Notes/03_Chemical_Sciences/Ha_2023_Robotic_Chemist_Organic_Molecules.md,Reference_PDF/03_Chemical_Sciences/Ha_2023_Robotic_Chemist_Organic_Molecules.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0466,DCA-000142,04-03-004,004,04-03-004,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.03,04.03,legacy,low,unreviewed,04,none,Discovery of Wall-Selective Carbon Nanotube Growth Conditions <i>via</i> Automated Experimentation,Notes/04_Materials_Science/Nikolaev_2014_CNT_Wall_Selectivity.md,Reference_PDF/04_Materials_Science/Nikolaev_2014_CNT_Wall_Selectivity_Supplementary.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0478,DCA-000143,04-04-027,027,04-04-027,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.04,04.04,legacy,low,unreviewed,04,none,NIMS-OS: an automation software to implement a closed loop between artificial intelligence and robotic experiments in materials science,Notes/04_Materials_Science/Tamura_2023_NIMS_OS.md,Reference_PDF/04_Materials_Science/Tamura_2023_NIMS_OS.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0484,DCA-000144,04-03-005,005,04-03-005,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.03,04.03,legacy,low,unreviewed,04,none,Evolution-guided Bayesian optimization for constrained multi-objective optimization in self-driving labs,Notes/04_Materials_Science/Low_2024_Evolution_Guided_BO_SDL.md,Reference_PDF/04_Materials_Science/Low_2024_Evolution_Guided_BO_SDL.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0487,DCA-000145,04-04-028,028,04-04-028,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.04,04.04,legacy,low,unreviewed,04,none,Autonomous Discovery of Battery Electrolytes with Robotic Experimentation and Machine Learning,Notes/04_Materials_Science/Dave_2020_Autonomous_Battery_Electrolytes.md,Reference_PDF/04_Materials_Science/Dave_2020_Autonomous_Battery_Electrolytes.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0491,DCA-000146,04-04-029,029,04-04-029,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.04,04.04,legacy,low,unreviewed,04,none,Optimizing Perovskite Thin-Film Parameter Spaces with Machine Learning-Guided Robotic Platform for High-Performance Perovskite Solar Cells,Notes/04_Materials_Science/Zhang_2023_Perovskite_ThinFilm_SPINBOT.md,Reference_PDF/04_Materials_Science/Zhang_2023_Perovskite_ThinFilm_SPINBOT.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0501,DCA-000147,06-03-021,021,06-03-021,active_code,2026-07-05,codex,,,initial_assignment,,06,high,main_scientific_object,,06.03,06.03,legacy,low,unreviewed,06,none,Functional genomic hypothesis generation and experimentation by a robot scientist,Notes/06_Life_Sciences/King_2004_Robot_Scientist.md,Reference_PDF/06_Life_Sciences/King_2004_Robot_Scientist.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0503,DCA-000148,04-04-030,030,04-04-030,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.04,04.04,legacy,low,unreviewed,04,none,Self-driving laboratory for accelerated discovery of thin-film materials,Notes/04_Materials_Science/MacLeod_2020_SelfDriving_ThinFilm_Lab.md,Reference_PDF/04_Materials_Science/MacLeod_2020_SelfDriving_ThinFilm_Lab.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0504,DCA-000149,09-02-002,002,09-02-002,active_code,2026-07-05,codex,,,initial_assignment,,09,high,main_scientific_object,,09.02,09.02,legacy,low,unreviewed,09,none,A Bayesian experimental autonomous researcher for mechanical design,Notes/09_Engineering_and_Industrial_Technology_Sciences/Gongora_2020_BEAR_Mechanical_Design.md,Reference_PDF/09_Engineering_and_Industrial_Technology_Sciences/Gongora_2020_BEAR_Mechanical_Design.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0505,DCA-000150,04-04-031,031,04-04-031,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.04,04.04,legacy,low,unreviewed,04,none,Autonomous and dynamic precursor selection for solid-state materials synthesis,Notes/04_Materials_Science/Szymanski_2023_ARROWS3_SolidState_Synthesis.md,Reference_PDF/04_Materials_Science/Szymanski_2023_ARROWS3_SolidState_Synthesis.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0506,DCA-000151,03-03-014,014,03-03-014,active_code,2026-07-05,codex,,,initial_assignment,,03,high,main_scientific_object,,03.03,03.03,legacy,low,unreviewed,03,none,Closed-loop transfer enables artificial intelligence to yield chemical knowledge,Notes/03_Chemical_Sciences/Angello_2024_ClosedLoop_Transfer_Chemical_Knowledge.md,Reference_PDF/03_Chemical_Sciences/Angello_2024_ClosedLoop_Transfer_Chemical_Knowledge.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0507,DCA-000152,03-03-015,015,03-03-015,active_code,2026-07-05,codex,,,initial_assignment,,03,high,main_scientific_object,,03.03,03.03,legacy,low,unreviewed,03,none,Identifying general reaction conditions by bandit optimization,Notes/03_Chemical_Sciences/Wang_2024_General_Reaction_Conditions_Bandit.md,Reference_PDF/03_Chemical_Sciences/Wang_2024_General_Reaction_Conditions_Bandit.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0508,DCA-000153,03-04-018,018,03-04-018,active_code,2026-07-05,codex,,,initial_assignment,,03,high,main_scientific_object,,03.04,03.04,legacy,low,unreviewed,03,none,"Autonomous, multiproperty-driven molecular discovery: From predictions to measurements and back",Notes/03_Chemical_Sciences/Koscher_2023_Multiproperty_Molecular_Discovery.md,,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0510,DCA-000154,08-01-001,001,08-01-001,active_code,2026-07-05,codex,,,initial_assignment,,08,medium,manual_override,structured_remark_primary_module_for_filing,08.01,08.01,legacy,low,unreviewed,06;08,none,A conversational multi-agent AI system for automated plant phenotyping,Notes/08_Agricultural_Food_Forestry_Animal_and_Fishery_Sciences/Chen_2026_PhenoAssistant.md,Reference_PDF/08_Agricultural_Food_Forestry_Animal_and_Fishery_Sciences/Chen_2026_PhenoAssistant.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0511,DCA-000155,09-03-002,002,09-03-002,active_code,2026-07-05,codex,,,initial_assignment,,09,medium,manual_override,structured_remark_primary_module_for_filing,09.03,09.03,legacy,low,unreviewed,04;09,none,Operating advanced scientific instruments with AI agents that learn on the job,Notes/09_Engineering_and_Industrial_Technology_Sciences/Vriza_2026_AI_Agents_Scientific_Instruments.md,Reference_PDF/09_Engineering_and_Industrial_Technology_Sciences/Vriza_2026_AI_Agents_Scientific_Instruments.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0512,DCA-000156,01-01-001,001,01-01-001,active_code,2026-07-05,codex,,,initial_assignment,,01,high,main_scientific_object,,01.01,01.01,legacy,low,unreviewed,01,none,Mathematical discoveries from program search with large language models,Notes/01_Formal_Information_and_Computational_Sciences/RomeraParedes_2024_FunSearch_Mathematical_Discoveries.md,Reference_PDF/01_Formal_Information_and_Computational_Sciences/RomeraParedes_2024_FunSearch_Mathematical_Discoveries.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0513,DCA-000157,04-04-032,032,04-04-032,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.04,04.04,legacy,low,unreviewed,04,none,Networking autonomous material exploration systems through transfer learning,Notes/04_Materials_Science/Yoshida_2025_Networking_Autonomous_Material_Exploration.md,Reference_PDF/04_Materials_Science/Yoshida_2025_Networking_Autonomous_Material_Exploration.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0514,DCA-000158,04-03-006,006,04-03-006,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.03,04.03,legacy,low,unreviewed,04,none,Autonomous phase mapping of gold nanoparticles synthesis with differentiable models of spectral shape,Notes/04_Materials_Science/Vaddi_2025_Autonomous_Phase_Mapping_Gold_Nanoparticles.md,Reference_PDF/04_Materials_Science/Vaddi_2025_Autonomous_Phase_Mapping_Gold_Nanoparticles.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0515,DCA-000159,04-04-033,033,04-04-033,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.04,04.04,legacy,low,unreviewed,04,none,Autonomous closed-loop exploration of composition-spread films for the anomalous Hall effect,Notes/04_Materials_Science/Toyama_2025_Autonomous_Closed_Loop_Anomalous_Hall.md,Reference_PDF/04_Materials_Science/Toyama_2025_Autonomous_Closed_Loop_Anomalous_Hall.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0516,DCA-000160,04-04-034,034,04-04-034,active_code,2026-07-05,codex,,,initial_assignment,,04,medium,manual_override,structured_remark_primary_module_for_filing,04.04,04.04,legacy,low,unreviewed,04;09,none,A self-driving physical vapor deposition system making sample-specific decisions on the fly,Notes/04_Materials_Science/Zheng_2025_Self_Driving_PVD_System.md,Reference_PDF/04_Materials_Science/Zheng_2025_Self_Driving_PVD_System.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0517,DCA-000161,04-03-007,007,04-03-007,active_code,2026-07-05,codex,,,initial_assignment,,04,high,main_scientific_object,,04.03,04.03,legacy,low,unreviewed,04,none,Self-driving lab for the photochemical synthesis of plasmonic nanoparticles with targeted structural and optical properties,Notes/04_Materials_Science/Wu_2025_Plasmonic_Nanoparticle_SDL.md,Reference_PDF/04_Materials_Science/Wu_2025_Plasmonic_Nanoparticle_SDL.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0518,DCA-000162,06-03-022,022,06-03-022,active_code,2026-07-05,codex,,,initial_assignment,,06,high,main_scientific_object,,06.03,06.03,legacy,low,unreviewed,06,none,A generalized platform for artificial intelligence-powered autonomous enzyme engineering,Notes/06_Life_Sciences/Singh_2025_Autonomous_Enzyme_Engineering.md,Reference_PDF/06_Life_Sciences/Singh_2025_Autonomous_Enzyme_Engineering.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
ASD-0519,DCA-000163,03-02-002,002,03-02-002,active_code,2026-07-05,codex,,,initial_assignment,,03,medium,manual_override,structured_remark_primary_module_for_filing,03.02,03.02,legacy,low,unreviewed,03;04,none,A high-throughput experimentation platform for data-driven discovery in electrochemistry,Notes/03_Chemical_Sciences/Lin_2025_High_Throughput_Electrochemistry_Discovery.md,Reference_PDF/03_Chemical_Sciences/Lin_2025_High_Throughput_Electrochemistry_Discovery.pdf,True,True,2026-07-06T02:00:38+00:00,export_structured_data.py,6c5828ff9786d01b2003d992c9bf6139c22cb1ad,True
