paper_id	title	note_path	primary_module_for_filing	classification_anchor	object_coverage_mode	general_method_bucket	note_status	source_limited	pdf_exists	citation_priority	queue_reasons	priority_score
ASD-0803	ClimateAgents: A Multi-Agent Research Assistant for Social-Climate Dynamics Analysis	Notes/05_Earth_and_Environmental_Sciences/Shan_2026_ClimateAgents.md	05	05;11	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0859	Monitoring active volcanism with the Autonomous Sciencecraft Experiment on EO-1	Notes/05_Earth_and_Environmental_Sciences/Davies_2006_EO1_Volcanism_Monitoring.md	05	05	single_module	none	updated_source_limited	yes	no	standard	source_limited_note_refresh;source_limited_wording_confirmation	40
ASD-0860	Autonomous detection of cryospheric change with hyperion on-board Earth Observing-1	Notes/05_Earth_and_Environmental_Sciences/Doggett_2006_EO1_Cryospheric_Change.md	05	05	single_module	none	updated_source_limited	yes	no	standard	source_limited_note_refresh;source_limited_wording_confirmation	40
ASD-0861	Flood detection and monitoring with the Autonomous Sciencecraft Experiment onboard EO-1	Notes/05_Earth_and_Environmental_Sciences/Ip_2006_EO1_Flood_Detection.md	05	05	single_module	none	updated_source_limited	yes	no	standard	source_limited_note_refresh;source_limited_wording_confirmation	40
ASD-0152	An agentic AI framework for ingestion and standardization of single-cell RNA-seq data analysis	Notes/06_Life_Sciences/Nouri_2026_CellAtria_scRNAseq.md	06	06;07	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0276	Automating exploratory multiomics research via language models	Notes/06_Life_Sciences/Qu_2025_PROTEUS_Multiomics.md	06	06;07	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0370	Self-driving laboratories to autonomously navigate the protein fitness landscape	Notes/06_Life_Sciences/Rapp_2024_SAMPLE_Protein_Fitness_Landscape.md	06	06	single_module	none	updated_source_limited	yes	yes	standard	source_limited_note_refresh;source_limited_wording_confirmation	40
ASD-0599	An AI-Native Biofoundry for Autonomous Enzyme Engineering: Integrating Active Learning with Automated Experimentation	Notes/06_Life_Sciences/Zhang_2026_AINative_Biofoundry_Enzyme_Engineering.md	06	06	single_module	none	updated_source_limited	yes	yes	standard	source_limited_note_refresh;source_limited_wording_confirmation	40
ASD-0617	An industrial automated laboratory for programmable protein evolution	Notes/06_Life_Sciences/Shen_2025_Industrial_Automated_Protein_Evolution.md	06	06	single_module	none	updated_source_limited	yes	no	standard	source_limited_note_refresh;source_limited_wording_confirmation	40
ASD-0660	S1-NexusAgent: a Self-Evolving Agent Framework for Multidisciplinary Scientific Research	Notes/01_Formal_Information_and_Computational_Sciences/NexusAgentTeam_2026_S1_NexusAgent.md	06	03;04;06;07	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0724	Autonomous seeking and mapping coral reef biodiversity hotspots with a multimodal AUV	Notes/06_Life_Sciences/Phillips_2026_Coral_Reef_Biodiversity_Hotspots_AUV.md	06	06	single_module	none	updated_source_limited	yes	no	standard	source_limited_note_refresh;source_limited_wording_confirmation	40
ASD-0731	Self-Driving Datasets: From 20 Million Papers to Nuanced Biomedical Knowledge at Scale	Notes/06_Life_Sciences/Jones_2026_Self_Driving_Datasets.md	06	03;06;07	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0741	Spatial transcriptomics AI agent charts hPSC-pancreas maturation in vivo	Notes/06_Life_Sciences/Lin_2025_Spatial_Transcriptomics_Pancreas_Maturation.md	06	06	single_module	none	updated_source_limited	yes	yes	standard	source_limited_note_refresh;source_limited_wording_confirmation	40
ASD-0742	Talk2Biomodels: AI agent-based open-source LLM initiative for kinetic biological models	Notes/06_Life_Sciences/Wehling_2025_Talk2Biomodels.md	06	06;07	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0744	BioGAIP: A Scalable, User-Friendly and Robust LLM-Powered Multi-Agent System for Automated Bioinformatics Tasks	Notes/06_Life_Sciences/Zhang_2026_BioGAIP_Bioinformatics.md	06	06	single_module	none	updated_source_limited	yes	yes	standard	source_limited_note_refresh;source_limited_wording_confirmation	40
ASD-0030	Rag-enhanced collaborative llm agents for drug discovery	Notes/07_Medical_and_Health_Sciences/Lee_2025_CLADD.md	07	03;07	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0113	PharmAgents: Building a virtual pharma with large language model agents	Notes/07_Medical_and_Health_Sciences/Gao_2025_PharmAgents.md	07	07;03	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0254	From intention to implementation: automating biomedical research via llms	Notes/01_Formal_Information_and_Computational_Sciences/Luo_2025_BioResearcher.md	07	06;07	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0536	TCM-Agent: Advancing Network Pharmacology and Herbal Medicine Discovery with LLM-Based Multi-Agent Systems	Notes/07_Medical_and_Health_Sciences/Wang_2026_TCM_Agent_Herbal_Discovery.md	07	07	single_module	none	updated_source_limited	yes	no	standard	source_limited_note_refresh;source_limited_wording_confirmation	40
ASD-0537	Medea: An omics AI agent for therapeutic discovery	Notes/07_Medical_and_Health_Sciences/Sui_2026_Medea_Therapeutic_Discovery.md	07	06;07	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0544	LLM-Agent Powered Automated Literature Review and Hypothesis Generation for Cancer Biomarker Discovery	Notes/07_Medical_and_Health_Sciences/Younis_2025_Cancer_Biomarker_LitReview_Agent.md	07	07	single_module	none	updated_source_limited	yes	no	standard	source_limited_note_refresh;source_limited_wording_confirmation	40
ASD-0548	OpenScientist: evaluating an open agentic AI co-scientist to accelerate biomedical discovery	Notes/07_Medical_and_Health_Sciences/Roberts_2026_OpenScientist_Biomedical_Discovery.md	07	06;07	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0556	DrugPilot: LLM-based Parameterized Reasoning Agent for Drug Discovery	Notes/07_Medical_and_Health_Sciences/Hu_2025_DrugPilot.md	07	07	single_module	none	updated_source_limited	yes	yes	standard	source_limited_note_refresh;source_limited_wording_confirmation	40
ASD-0679	Rhizome OS-1: Rhizome's Semi-Autonomous Operating System for Small Molecule Drug Discovery	Notes/07_Medical_and_Health_Sciences/Wang_2026_Rhizome_OS_1.md	07	03;07	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0715	BioDisco: Multi-agent hypothesis generation with dual-mode evidence, iterative feedback and temporal evaluation	Notes/07_Medical_and_Health_Sciences/Ke_2025_BioDisco.md	07	07;06	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0817	Probe Before You Edit: Probing-Guided Molecular Optimization for LLM Agents in Structure-Based Drug Design	Notes/07_Medical_and_Health_Sciences/Yang_2026_PROBE_Structure_Based_Drug_Design.md	07	03;07	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0820	Reinforcement Learning with LLM-Guided Action Spaces for Synthesizable Lead Optimization	Notes/03_Chemical_Sciences/Li_2026_MolReAct_Lead_Optimization.md	07	03;07	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0822	Contextual Invertible World Models: A Neuro-Symbolic Agentic Framework for Colorectal Cancer Drug Response	Notes/07_Medical_and_Health_Sciences/Baker_2026_CIWM_CRC_Drug_Response.md	07	06;07	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0826	ToolMol: Evolutionary Agentic Framework for Multi-objective Drug Discovery	Notes/07_Medical_and_Health_Sciences/Zhou_2026_ToolMol.md	07	03;07	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0866	Accelerating Scientific Discovery with Autonomous Goal-evolving Agents	Notes/01_Formal_Information_and_Computational_Sciences/Unknown_2025_SAGA.md	07	03;04;06;07;09	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0052	Optimizing collaboration of large language model based agents for autonomous finite element analysis	Notes/09_Engineering_and_Industrial_Technology_Sciences/Tian_2025_Autonomous_Finite_Element_Analysis.md	09	09	single_module	none	updated_source_limited	yes	yes	standard	source_limited_note_refresh;source_limited_wording_confirmation	40
ASD-0782	CFDagent: A Language-Guided, Zero-Shot Multi-Agent System for Complex Flow Simulation	Notes/09_Engineering_and_Industrial_Technology_Sciences/Xu_2025_CFDagent.md	09	02;09	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0702	Rover-Based Autonomous Science by Probabilistic Identification and Evaluation	Notes/10_Aerospace_Marine_and_Transportation_Sciences/Gallant_2013_Rover_Autonomous_Science.md	10	05;10	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0709	Automated Targeting for the MSL Rover ChemCam Spectrometer	Notes/10_Aerospace_Marine_and_Transportation_Sciences/Estlin_2014_ChemCam_Automated_Targeting.md	10	05;10	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0711	Developing Autonomous Science Technology for the MSL Rover Mission	Notes/10_Aerospace_Marine_and_Transportation_Sciences/Estlin_2015_Autonomous_Science_Technology_MSL.md	10	05;10	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0719	Mission Operations of Earth Observing-1 with Onboard Autonomy	Notes/10_Aerospace_Marine_and_Transportation_Sciences/Rabideau_2006_EO1_Mission_Operations_Onboard_Autonomy.md	10	05;10	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0721	Integrated AI in Space: The Autonomous Sciencecraft on Earth Observing One	Notes/10_Aerospace_Marine_and_Transportation_Sciences/Chien_2006_Integrated_AI_in_Space_EO1.md	10	05;10	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0852	Autonomous science for an ExoMars Rover-like mission	Notes/10_Aerospace_Marine_and_Transportation_Sciences/Woods_2009_ExoMars_Rover_Like_Mission.md	10	05;10	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0858	Incorporating AEGIS autonomous science into Mars Science Laboratory rover mission operations	Notes/10_Aerospace_Marine_and_Transportation_Sciences/Francis_2018_AEGIS_MSL_Mission_Operations.md	10	10	single_module	none	updated_source_limited	yes	no	standard	source_limited_note_refresh;source_limited_wording_confirmation	40
ASD-0849	OmniScientist: Toward a Co-evolving Ecosystem of Human and AI Scientists	Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Shao_2025_OmniScientist.md	11	01;11	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0855	Automating Scientific Evaluation: A Multi-Agent Framework for Transparent and Trustworthy Peer Review	Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Unknown_2025_Automating_Scientific_Evaluation.md	11	11	single_module	none	updated_source_limited	yes	no	standard	source_limited_note_refresh;source_limited_wording_confirmation	40
ASD-0856	AutoDiscovery: Open-ended Scientific Discovery via Bayesian Surprise	Notes/01_Formal_Information_and_Computational_Sciences/Unknown_2025_AutoDiscovery.md	11	06;07;11	multi_module	none	updated	no	yes	standard	multi_module_note_wording_check	40
ASD-0089	Researchcodeagent: An llm multi-agent system for automated codification of research methodologies	Notes/01_Formal_Information_and_Computational_Sciences/Gandhi_2025_ResearchCodeAgent.md	01	01	single_module	none	updated	yes	yes	core	source_limited_wording_confirmation	25
ASD-0090	Agents for self-driving laboratories applied to quantum computing	Notes/02_Physics_Astronomy_and_Cosmic_Sciences/Cao_2025_K_Agents_Quantum.md	02	02	single_module	none	updated	yes	yes	core	source_limited_wording_confirmation	25
ASD-0687	Agentic AI for Multi-Stage Physics Experiments at a Large-Scale User Facility Particle Accelerator	Notes/02_Physics_Astronomy_and_Cosmic_Sciences/Hellert_2025_Agentic_AI_Particle_Accelerator.md	02	02	single_module	none	updated	yes	yes	core	source_limited_wording_confirmation	25
ASD-0684	ChemNavigator: Agentic AI Discovery of Design Rules for Organic Photocatalysts	Notes/03_Chemical_Sciences/Peivaste_2026_ChemNavigator.md	03	03	single_module	none	updated	yes	yes	core	source_limited_wording_confirmation	25
ASD-0084	Automating alloy design and discovery with physics-aware multimodal multiagent ai	Notes/04_Materials_Science/Ghafarollahi_2025_AtomAgents_Alloy.md	04	04	single_module	none	updated	yes	yes	core	source_limited_wording_confirmation	25
ASD-0666	MatClaw: An Autonomous Code-First LLM Agent for End-to-End Materials Exploration	Notes/04_Materials_Science/Unknown_2026_MatClaw.md	04	04	single_module	none	checked	yes	yes	core	source_limited_wording_confirmation	25
ASD-0667	From Natural Language to Materials Discovery: The Materials Knowledge Navigation Agent	Notes/04_Materials_Science/Unknown_2026_MKNA.md	04	04	single_module	none	checked	yes	yes	core	source_limited_wording_confirmation	25
ASD-0653	Earth-Agent: Unlocking the Full Landscape of Earth Observation with Agents	Notes/05_Earth_and_Environmental_Sciences/Feng_2025_Earth_Agent.md	05	05	single_module	none	checked	yes	yes	core	source_limited_wording_confirmation	25
ASD-0014	Spatialagent: An autonomous ai agent for spatial biology	Notes/06_Life_Sciences/Wang_2025_SpatialAgent.md	06	06	single_module	none	updated	yes	yes	core	source_limited_wording_confirmation	25
ASD-0055	Biomaster: Multi-agent system for automated bioinformatics analysis workflow	Notes/06_Life_Sciences/Su_2025_BioMaster.md	06	06	single_module	none	checked	yes	yes	core	source_limited_wording_confirmation	25
ASD-0670	Mozi: Governed Autonomy for Drug Discovery LLM Agents	Notes/07_Medical_and_Health_Sciences/Cao_2026_Mozi.md	07	07	single_module	none	checked	yes	yes	core	source_limited_wording_confirmation	25
ASD-0654	HLER: Human-in-the-Loop Economic Research via Multi-Agent Pipelines for Empirical Discovery	Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Zhu_2026_HLER.md	11	11	single_module	none	checked	yes	yes	core	source_limited_wording_confirmation	25
ASD-0656	AI-Assisted Peer Review at Scale: The AAAI-26 AI Review Pilot	Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Biswas_2026_AAAI_AI_Review_Pilot.md	11	11	single_module	none	checked	yes	yes	core	source_limited_wording_confirmation	25
ASD-0658	Read the Paper, Write the Code: Agentic Reproduction of Social-Science Results	Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Kohler_2026_Agentic_Reproduction_Social_Science.md	11	11	single_module	none	checked	yes	yes	core	source_limited_wording_confirmation	25
ASD-0699	ARA: Agentic Reproducibility Assessment For Scalable Support Of Scientific Peer-Review	Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Unknown_2026_ARA.md	11	11	single_module	none	updated	yes	yes	core	source_limited_wording_confirmation	25
ASD-0704	PaperRepro: Automated Computational Reproducibility Assessment for Social Science Papers	Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Zhang_2026_PaperRepro.md	11	11	single_module	none	updated	yes	yes	core	source_limited_wording_confirmation	25
ASD-0665	TSAgent: An Agentic Workflow for Autonomous Transition State Search	Notes/03_Chemical_Sciences/Unknown_2026_TSAgent.md	03	03	single_module	none	checked	yes	yes	standard	source_limited_wording_confirmation	20
ASD-0668	Autonomous Multi-Agent AI for High-Throughput Polymer Informatics: From Property Prediction to Generative Design Across Synthetic and Bio-Polymers	Notes/04_Materials_Science/Nigam_2026_Autonomous_Polymer_Informatics.md	04	04	single_module	none	checked	yes	yes	standard	source_limited_wording_confirmation	20
ASD-0672	Polymer-Agent: Large Language Model Agent for Polymer Design	Notes/04_Materials_Science/Nigam_2026_Polymer_Agent.md	04	04	single_module	none	checked	yes	yes	standard	source_limited_wording_confirmation	20
ASD-0765	CLIMATEAGENT: Multi-Agent Orchestration for Complex Climate Data Science Workflows	Notes/05_Earth_and_Environmental_Sciences/Kim_2025_ClimateAgent_Climate_Data_Science.md	05	05	single_module	none	updated	yes	yes	standard	source_limited_wording_confirmation	20
ASD-0772	TRACE: A Multi-Agent System for Autonomous Physical Reasoning for Seismology	Notes/05_Earth_and_Environmental_Sciences/Liu_2026_TRACE_Seismology.md	05	05	single_module	none	updated	yes	yes	standard	source_limited_wording_confirmation	20
ASD-0049	Bioinformatics agent (bia): Unleashing the power of large language models to reshape bioinformatics workflow	Notes/06_Life_Sciences/Xin_2024_BIA.md	06	06	single_module	none	updated	yes	yes	standard	source_limited_wording_confirmation	20
ASD-0770	Progressive Multi-Agent Reasoning for Biological Perturbation Prediction	Notes/06_Life_Sciences/Kim_2026_PBio_Agent_Perturbation_Biology.md	06	06	single_module	none	updated	yes	yes	standard	source_limited_wording_confirmation	20
ASD-0775	Owl-AuraID 1.0: An Intelligent System for Autonomous Scientific Instrumentation and Scientific Data Analysis	Notes/09_Engineering_and_Industrial_Technology_Sciences/Deng_2026_Owl_AuraID_Instrumentation.md	09	09	single_module	none	updated	yes	yes	standard	source_limited_wording_confirmation	20
ASD-0652	ResearchTown: Simulator of Human Research Community	Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Yu_2024_ResearchTown.md	11	11	single_module	none	checked	yes	yes	standard	source_limited_wording_confirmation	20
ASD-0655	TreeReview: A Dynamic Tree of Questions Framework for Deep and Efficient LLM-based Scientific Peer Review	Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Chang_2025_TreeReview.md	11	11	single_module	none	checked	yes	yes	standard	source_limited_wording_confirmation	20
ASD-0701	Automating Computational Reproducibility in Social Science: Comparing Prompt-Based and Agent-Based Approaches	Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Shah_2026_Automating_Computational_Reproducibility.md	11	11	single_module	none	updated	yes	yes	standard	source_limited_wording_confirmation	20
ASD-0766	ReviewGrounder: Improving Review Substantiveness with Rubric-Guided, Tool-Integrated Agents	Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Unknown_2026_ReviewGrounder.md	11	11	single_module	none	updated	yes	yes	standard	source_limited_wording_confirmation	20
ASD-0768	When Reviews Disagree: Fine-Grained Contradiction Analysis in Scientific Peer Reviews	Notes/11_Social_Behavioral_Economic_and_Knowledge_System_Sciences/Unknown_2026_When_Reviews_Disagree.md	11	11	single_module	none	updated	yes	yes	standard	source_limited_wording_confirmation	20
